associated_work,composer,date_text,filename,manifest_contents,manifest_date,manifest_organization,movement_or_selection,name,page_number,part_or_instrument,place,record_type,review_flags,role,source_pdf,source_text,title,txt_source_file
,,,UDC20260028-72.pdf,Concert Programs,1899,Musical Society of Victoria,,His Honor Mr. Justice A. Hodges.,1,,,patron,,Patron,UDC20260028-72.pdf,His Honor Mr. Justice A. Hodges.,,extracted_texts/OLMOCR/UDC20260028-72.txt
,Brahms,,UDC20260028-72.pdf,Concert Programs,1899,Musical Society of Victoria,"Op. 78, in G major; Vivace ma non troppo—Adagio—Allegro molto moderato",,2,,,work,,,UDC20260028-72.pdf,"Sonata Piano and Violin ... ... ... ... Op. 78, in G major ... ... ... ... Brahms",Sonata Piano and Violin,extracted_texts/OLMOCR/UDC20260028-72.txt
,Meyer-Helmund,,UDC20260028-72.pdf,Concert Programs,1899,Musical Society of Victoria,"""Sweet Spell""",,2,,,work,,,UDC20260028-72.pdf,"Song ... ... ... ... ""Sweet Spell"" ... ... ... ... Meyer-Helmund",Song,extracted_texts/OLMOCR/UDC20260028-72.txt
,Verdi,,UDC20260028-72.pdf,Concert Programs,1899,Musical Society of Victoria,"""Eri tu,"" (Un Ballo in Maschera)",,2,,,work,,,UDC20260028-72.pdf,"Aria ... ... ... ... ""Eri tu,"" (Un Ballo in Maschera) ... ... ... ... Verdi",Aria,extracted_texts/OLMOCR/UDC20260028-72.txt
,Chopin,,UDC20260028-72.pdf,Concert Programs,1899,Musical Society of Victoria,"""Andante Spianato,"" and Polonaise in E flat major",,2,,,work,,,UDC20260028-72.pdf,"Piano Solo ... ... ... ... ""Andante Spianato,"" and Polonaise in E flat major ... ... ... ... Chopin",Piano Solo,extracted_texts/OLMOCR/UDC20260028-72.txt
,Goring Thomas,,UDC20260028-72.pdf,Concert Programs,1899,Musical Society of Victoria,,,2,,,work,Selection title not legible in OCR; unrecoverable,,UDC20260028-72.pdf,"Song ... ... ... ... "" ... ... ... ... Goring Thomas",Song,extracted_texts/OLMOCR/UDC20260028-72.txt
,Liszt,,UDC20260028-72.pdf,Concert Programs,1899,Musical Society of Victoria,,,2,,,work,Selection title not legible in OCR; unrecoverable,,UDC20260028-72.pdf,"Duo Two Pianos ... ... ... ... "" ... ... ... ... Liszt",Duo Two Pianos,extracted_texts/OLMOCR/UDC20260028-72.txt
,Tschatkowski,,UDC20260028-72.pdf,Concert Programs,1899,Musical Society of Victoria,,,2,,,work,Best-guess correction: likely 'Tchaikovsky'; Selection title not legible in OCR; unrecoverable,,UDC20260028-72.pdf,"Song ... ... ... ... "" ... ... ... ... Tschatkowski",Song,extracted_texts/OLMOCR/UDC20260028-72.txt
Sonata Piano and Violin,,,UDC20260028-72.pdf,Concert Programs,1899,Musical Society of Victoria,,MAURICE ALEXANDER,2,,,performer,"Instrument for each performer not specified; likely violin and piano respectively, but ambiguous",,UDC20260028-72.pdf,"MAURICE ALEXANDER, ALBERTO ZELMAN.",,extracted_texts/OLMOCR/UDC20260028-72.txt
Sonata Piano and Violin,,,UDC20260028-72.pdf,Concert Programs,1899,Musical Society of Victoria,,ALBERTO ZELMAN,2,,,performer,"Instrument for each performer not specified; likely violin and piano respectively, but ambiguous",,UDC20260028-72.pdf,"MAURICE ALEXANDER, ALBERTO ZELMAN.",,extracted_texts/OLMOCR/UDC20260028-72.txt
Song,,,UDC20260028-72.pdf,Concert Programs,1899,Musical Society of Victoria,,MISS MINNIE WAUGH,2,singer,,performer,Voice type not specified,,UDC20260028-72.pdf,MISS MINNIE WAUGH.,,extracted_texts/OLMOCR/UDC20260028-72.txt
Aria,,,UDC20260028-72.pdf,Concert Programs,1899,Musical Society of Victoria,,LOUIS HICCOMBE,2,singer,,performer,Voice type not specified; 'Eri tu' is a baritone aria but not stated,,UDC20260028-72.pdf,LOUIS HICCOMBE.,,extracted_texts/OLMOCR/UDC20260028-72.txt
Piano Solo,,,UDC20260028-72.pdf,Concert Programs,1899,Musical Society of Victoria,,MISS H. W. GIBSON,2,piano,,performer,,,UDC20260028-72.pdf,MISS H. W. GIBSON.,,extracted_texts/OLMOCR/UDC20260028-72.txt
,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,Mr. Furlong's Studio,venue,,,UDC20260028-70.pdf,"Mr. Furlong's Studio, Royal Arcade",,extracted_texts/OLMOCR/UDC20260028-70.txt
,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,Royal Arcade,venue,,,UDC20260028-70.pdf,"Mr. Furlong's Studio, Royal Arcade",,extracted_texts/OLMOCR/UDC20260028-70.txt
,,"Saturday Evening, 27th June, 1896",UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,,date,,,UDC20260028-70.pdf,"on Saturday Evening, 27th June, 1896, at 8 o'clock.",,extracted_texts/OLMOCR/UDC20260028-70.txt
,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,The Musical Society of Victoria.,1,,,organization,,presenting organization,UDC20260028-70.pdf,The Musical Society of Victoria.,,extracted_texts/OLMOCR/UDC20260028-70.txt
,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,"His Excellency Lord Brassey, K.C.B.",1,,,patron,,Patron,UDC20260028-70.pdf,"PATRONS:
His Excellency Lord Brassey, K.C.B.;",,extracted_texts/OLMOCR/UDC20260028-70.txt
,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,"Baron Sir F. Von Mueller, K.C.M.G.",1,,,patron,,Patron,UDC20260028-70.pdf,"Baron Sir F. Von Mueller, K.C.M.G.;",,extracted_texts/OLMOCR/UDC20260028-70.txt
,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,"Sir Anthony Colling Brownless, K.C.M.G. M.D., L.L.D.",1,,,patron,,Patron,UDC20260028-70.pdf,"Sir Anthony Colling Brownless, K.C.M.G. M.D., L.L.D.;",,extracted_texts/OLMOCR/UDC20260028-70.txt
,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,"the Hon. Sir Frederick T. Sargood, K.C.M.G., M.L.C",1,,,patron,,Patron,UDC20260028-70.pdf,"the Hon. Sir Frederick T. Sargood, K.C.M.G., M.L.C;",,extracted_texts/OLMOCR/UDC20260028-70.txt
,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,"Sir George Verdon, C.B.",1,,,patron,,Patron,UDC20260028-70.pdf,"Sir George Verdon, C.B.;",,extracted_texts/OLMOCR/UDC20260028-70.txt
,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,"the Hon. Sir Arthur Snowden, K.B., M.L.C.",1,,,patron,,Patron,UDC20260028-70.pdf,"the Hon. Sir Arthur Snowden, K.B., M.L.C.;",,extracted_texts/OLMOCR/UDC20260028-70.txt
,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,His Honor Mr. Justice E. D. Holroyd,1,,,patron,,Patron,UDC20260028-70.pdf,His Honor Mr. Justice E. D. Holroyd;,,extracted_texts/OLMOCR/UDC20260028-70.txt
,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,His Honor Mr. Justice H. Hodges.,1,,,patron,,Patron,UDC20260028-70.pdf,His Honor Mr. Justice H. Hodges.,,extracted_texts/OLMOCR/UDC20260028-70.txt
,Beethoven,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,"Adagio, Allegro con brio, Adagio, Scherzo, Presto.",,1,,,work,,,UDC20260028-70.pdf,"TRIO—Violin, Viola, and Violoncello. Op. 9, No. 1. ... ... Beethoven","TRIO—Violin, Viola, and Violoncello. Op. 9, No. 1.",extracted_texts/OLMOCR/UDC20260028-70.txt
,Lachner,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,,work,,,UDC20260028-70.pdf,"SONG ... ... ""Weep not for Sorrow"" ... ... Lachner",Weep not for Sorrow,extracted_texts/OLMOCR/UDC20260028-70.txt
,Lassen,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,,work,,,UDC20260028-70.pdf,"""All Souls' Day"" ... ... Lassen",All Souls' Day,extracted_texts/OLMOCR/UDC20260028-70.txt
,Meyer-Helmund,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,,work,,,UDC20260028-70.pdf,"""The Blackbird"" ... Meyer-Helmund",The Blackbird,extracted_texts/OLMOCR/UDC20260028-70.txt
,Rubinstein,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,,work,,,UDC20260028-70.pdf,"""Barcarolle"" ... ... Rubinstein",Barcarolle,extracted_texts/OLMOCR/UDC20260028-70.txt
,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,,work,Composer not printed for this item; left null rather than inferring,,UDC20260028-70.pdf,"... ""Valse Caprice"" ... ...",Valse Caprice,extracted_texts/OLMOCR/UDC20260028-70.txt
,Cowen,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,,work,,,UDC20260028-70.pdf,"""The Promise of Life"" ... ... Cowen",The Promise of Life,extracted_texts/OLMOCR/UDC20260028-70.txt
,Rubinstein,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,,work,,,UDC20260028-70.pdf,"""The Dream"" ... ... Rubinstein",The Dream,extracted_texts/OLMOCR/UDC20260028-70.txt
,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,,work,Composer not printed for this item; left null rather than inferring,,UDC20260028-70.pdf,"... ""Oh Fair and Sweet"" ... ...",Oh Fair and Sweet,extracted_texts/OLMOCR/UDC20260028-70.txt
,Greig,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,,work,Composer appears OCR/misspelled; likely 'Grieg' but kept as printed,,UDC20260028-70.pdf,"PIANO DUETT ... ""Norwegian Dances"" Op. 35 ... ... Greig","""Norwegian Dances"" Op. 35",extracted_texts/OLMOCR/UDC20260028-70.txt
"TRIO—Violin, Viola, and Violoncello. Op. 9, No. 1.",,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,L. MONTAGUE,1,,,performer,Specific instrument assignment within the trio not stated,,UDC20260028-70.pdf,"MESSRS. L. MONTAGUE, JÄGER, and A. MONTAGUE.",,extracted_texts/OLMOCR/UDC20260028-70.txt
"TRIO—Violin, Viola, and Violoncello. Op. 9, No. 1.",,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,JÄGER,1,,,performer,Specific instrument assignment within the trio not stated,,UDC20260028-70.pdf,"MESSRS. L. MONTAGUE, JÄGER, and A. MONTAGUE.",,extracted_texts/OLMOCR/UDC20260028-70.txt
"TRIO—Violin, Viola, and Violoncello. Op. 9, No. 1.",,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,A. MONTAGUE,1,,,performer,Specific instrument assignment within the trio not stated,,UDC20260028-70.pdf,"MESSRS. L. MONTAGUE, JÄGER, and A. MONTAGUE.",,extracted_texts/OLMOCR/UDC20260028-70.txt
Weep not for Sorrow,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,MR. S. W. M. LAMBLE.,1,singer,,performer,,,UDC20260028-70.pdf,MR. S. W. M. LAMBLE.,,extracted_texts/OLMOCR/UDC20260028-70.txt
Weep not for Sorrow,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,Mr. Montague,1,Violoncello,,performer,Identity ambiguous (L. Montague or A. Montague not specified),,UDC20260028-70.pdf,Violoncello Obbligato by Mr. Montague.,,extracted_texts/OLMOCR/UDC20260028-70.txt
All Souls' Day,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,MISS HUMPHRIES.,1,singer,,performer,,,UDC20260028-70.pdf,MISS HUMPHRIES.,,extracted_texts/OLMOCR/UDC20260028-70.txt
The Blackbird,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,MISS HUMPHRIES.,1,singer,,performer,,,UDC20260028-70.pdf,MISS HUMPHRIES.,,extracted_texts/OLMOCR/UDC20260028-70.txt
Barcarolle,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,MISS ATCHISON.,1,piano,,performer,,,UDC20260028-70.pdf,MISS ATCHISON.,,extracted_texts/OLMOCR/UDC20260028-70.txt
Valse Caprice,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,MISS ATCHISON.,1,piano,,performer,,,UDC20260028-70.pdf,MISS ATCHISON.,,extracted_texts/OLMOCR/UDC20260028-70.txt
The Promise of Life,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,MISS EMILIE SMITH.,1,singer,,performer,,,UDC20260028-70.pdf,MISS EMILIE SMITH.,,extracted_texts/OLMOCR/UDC20260028-70.txt
The Dream,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,MR. PERCY IBBS.,1,singer,,performer,,,UDC20260028-70.pdf,MR. PERCY IBBS.,,extracted_texts/OLMOCR/UDC20260028-70.txt
Oh Fair and Sweet,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,MR. PERCY IBBS.,1,singer,,performer,,,UDC20260028-70.pdf,MR. PERCY IBBS.,,extracted_texts/OLMOCR/UDC20260028-70.txt
"""Norwegian Dances"" Op. 35",,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,HASLER,1,piano,,performer,,,UDC20260028-70.pdf,MESSRS. HASLER and HUNTER.,,extracted_texts/OLMOCR/UDC20260028-70.txt
"""Norwegian Dances"" Op. 35",,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,HUNTER,1,piano,,performer,,,UDC20260028-70.pdf,MESSRS. HASLER and HUNTER.,,extracted_texts/OLMOCR/UDC20260028-70.txt
,,,UDC20260028-70.pdf,Concert Programs,1896,Musical Society of Victoria,,MR. T. J. HAMMOND.,1,accompanist,,performer,,,UDC20260028-70.pdf,Accompanist:—MR. T. J. HAMMOND.,,extracted_texts/OLMOCR/UDC20260028-70.txt
,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,,1,,"The Chapter House, St. Paul's Cathedral,",venue,,,UDC20260028-71.pdf,"The Chapter House, St. Paul's Cathedral,",,extracted_texts/OLMOCR/UDC20260028-71.txt
,,"Saturday Evening, 10th April, at 8 p.m.",UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,,1,,,date,,,UDC20260028-71.pdf,"Saturday Evening, 10th April, at 8 p.m.",,extracted_texts/OLMOCR/UDC20260028-71.txt
,,23rd Year. - 1915.,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,,1,,,date,Year appears in header; treated as the concert year.,,UDC20260028-71.pdf,23rd Year. - 1915.,,extracted_texts/OLMOCR/UDC20260028-71.txt
,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,The Musical Society of Victoria,1,,,organization,,presenting organization,UDC20260028-71.pdf,The Musical Society of Victoria,,extracted_texts/OLMOCR/UDC20260028-71.txt
,Emil Sjögren,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,,1,,,work,,,UDC20260028-71.pdf,"Sonata for Violin and Piano, Op. 24, in E minor    Emil Sjögren","Sonata for Violin and Piano, Op. 24, in E minor",extracted_texts/OLMOCR/UDC20260028-71.txt
,Louis Lavater,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,,1,,,work,,,UDC20260028-71.pdf,(a) Marching along ... ... Louis Lavater,Marching along,extracted_texts/OLMOCR/UDC20260028-71.txt
,Louis Lavater,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,,1,,,work,,,UDC20260028-71.pdf,(b) Give a Rouse ... ... Louis Lavater,Give a Rouse,extracted_texts/OLMOCR/UDC20260028-71.txt
,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,,1,,,work,Composer not printed; likely Louis Lavater by context but not stated.,,UDC20260028-71.pdf,(c) Boot and Saddle ... ...,Boot and Saddle,extracted_texts/OLMOCR/UDC20260028-71.txt
,Bach,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,,1,,,work,,,UDC20260028-71.pdf,(a) Fantasia in C minor ... ... Bach,Fantasia in C minor,extracted_texts/OLMOCR/UDC20260028-71.txt
,Mozart,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,,1,,,work,,,UDC20260028-71.pdf,(b) Fantasia in C minor ... ... Mozart,Fantasia in C minor,extracted_texts/OLMOCR/UDC20260028-71.txt
,Scarlatti,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,,1,,,work,,,UDC20260028-71.pdf,(c) Sonata in A major ... ... Scarlatti,Sonata in A major,extracted_texts/OLMOCR/UDC20260028-71.txt
,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,,1,,,work,"Composer not printed; commonly by Brahms, but not specified here.",,UDC20260028-71.pdf,(a) Meine Liebe ist grün ... ...,Meine Liebe ist grün,extracted_texts/OLMOCR/UDC20260028-71.txt
,Brahms,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,,1,,,work,,,UDC20260028-71.pdf,(b) Liebestreu ... ... Brahms,Liebestreu,extracted_texts/OLMOCR/UDC20260028-71.txt
,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,,1,,,work,Composer not printed; not specified here.,,UDC20260028-71.pdf,(c) Minnelied ... ... ...,Minnelied,extracted_texts/OLMOCR/UDC20260028-71.txt
,Bach,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,,1,,,work,,,UDC20260028-71.pdf,Violin Solo ... Air for the G String ... ... Bach,Air for the G String,extracted_texts/OLMOCR/UDC20260028-71.txt
,C. Villiers Stanford,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,,1,,,work,,,UDC20260028-71.pdf,Song Cycle ... The Princess ... C. Villiers Stanford,The Princess,extracted_texts/OLMOCR/UDC20260028-71.txt
"Sonata for Violin and Piano, Op. 24, in E minor",,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Miss Margery Gray,1,violin,,performer,Instrument inferred from work instrumentation and separate 'Violin Solo' credit.,,UDC20260028-71.pdf,"Miss Margery Gray, Miss Rita Hope",,extracted_texts/OLMOCR/UDC20260028-71.txt
"Sonata for Violin and Piano, Op. 24, in E minor",,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Miss Rita Hope,1,piano,,performer,Instrument inferred from work instrumentation and 'PIANO SOLI' credit elsewhere.,,UDC20260028-71.pdf,"Miss Margery Gray, Miss Rita Hope",,extracted_texts/OLMOCR/UDC20260028-71.txt
,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Mr. Henry Thomas,1,singer,,performer,Role inferred as singer for the 'Cavalier Tunes' set; vocal part not specified.,,UDC20260028-71.pdf,Mr. Henry Thomas,,extracted_texts/OLMOCR/UDC20260028-71.txt
Fantasia in C minor,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Miss Rita Hope,1,piano,,performer,,,UDC20260028-71.pdf,"PIANO SOLI
(a) Fantasia in C minor ... ... Bach
(b) Fantasia in C minor ... ... Mozart
(c) Sonata in A major ... ... Scarlatti
Miss Rita Hope",,extracted_texts/OLMOCR/UDC20260028-71.txt
Fantasia in C minor,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Miss Rita Hope,1,piano,,performer,,,UDC20260028-71.pdf,"PIANO SOLI
(a) Fantasia in C minor ... ... Bach
(b) Fantasia in C minor ... ... Mozart
(c) Sonata in A major ... ... Scarlatti
Miss Rita Hope",,extracted_texts/OLMOCR/UDC20260028-71.txt
Sonata in A major,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Miss Rita Hope,1,piano,,performer,,,UDC20260028-71.pdf,"PIANO SOLI
(a) Fantasia in C minor ... ... Bach
(b) Fantasia in C minor ... ... Mozart
(c) Sonata in A major ... ... Scarlatti
Miss Rita Hope",,extracted_texts/OLMOCR/UDC20260028-71.txt
Meine Liebe ist grün,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Miss Maud Harrington,1,singer,,performer,Role inferred as singer; vocal part not specified.,,UDC20260028-71.pdf,"Songs ...
(a) Meine Liebe ist grün ... ...
(b) Liebestreu ... ... Brahms
(c) Minnelied ... ... ...

Miss Maud Harrington",,extracted_texts/OLMOCR/UDC20260028-71.txt
Liebestreu,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Miss Maud Harrington,1,singer,,performer,Role inferred as singer; vocal part not specified.,,UDC20260028-71.pdf,"Songs ...
(a) Meine Liebe ist grün ... ...
(b) Liebestreu ... ... Brahms
(c) Minnelied ... ... ...

Miss Maud Harrington",,extracted_texts/OLMOCR/UDC20260028-71.txt
Minnelied,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Miss Maud Harrington,1,singer,,performer,Role inferred as singer; vocal part not specified.,,UDC20260028-71.pdf,"Songs ...
(a) Meine Liebe ist grün ... ...
(b) Liebestreu ... ... Brahms
(c) Minnelied ... ... ...

Miss Maud Harrington",,extracted_texts/OLMOCR/UDC20260028-71.txt
Air for the G String,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Miss Margery Gray,1,violin,,performer,,,UDC20260028-71.pdf,"Violin Solo ... Air for the G String ... ... Bach
Miss Margery Gray",,extracted_texts/OLMOCR/UDC20260028-71.txt
The Princess,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Miss Maud Harrington,1,singer,,performer,Role inferred as singer in solo quartet; vocal part not specified.,,UDC20260028-71.pdf,"Miss Maud Harrington, Madame Gregor Wood
Mr. Gregor Wood, Mr. Henry Thomas
Miss Rita Hope",,extracted_texts/OLMOCR/UDC20260028-71.txt
The Princess,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Madame Gregor Wood,1,singer,,performer,Role inferred as singer in solo quartet; vocal part not specified.,,UDC20260028-71.pdf,"Miss Maud Harrington, Madame Gregor Wood
Mr. Gregor Wood, Mr. Henry Thomas
Miss Rita Hope",,extracted_texts/OLMOCR/UDC20260028-71.txt
The Princess,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Mr. Gregor Wood,1,singer,,performer,Role inferred as singer in solo quartet; vocal part not specified.,,UDC20260028-71.pdf,"Miss Maud Harrington, Madame Gregor Wood
Mr. Gregor Wood, Mr. Henry Thomas
Miss Rita Hope",,extracted_texts/OLMOCR/UDC20260028-71.txt
The Princess,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Mr. Henry Thomas,1,singer,,performer,Role inferred as singer in solo quartet; vocal part not specified.,,UDC20260028-71.pdf,"Miss Maud Harrington, Madame Gregor Wood
Mr. Gregor Wood, Mr. Henry Thomas
Miss Rita Hope",,extracted_texts/OLMOCR/UDC20260028-71.txt
The Princess,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Miss Rita Hope,1,piano,,performer,Inferred as pianist from 'For Solo Quartette and Pianoforte Accompaniment' and her inclusion with the quartet.,,UDC20260028-71.pdf,"Miss Maud Harrington, Madame Gregor Wood
Mr. Gregor Wood, Mr. Henry Thomas
Miss Rita Hope",,extracted_texts/OLMOCR/UDC20260028-71.txt
,,,UDC20260028-71.pdf,Concert Programs,1915,Musical Society of Victoria,,Miss Madge Sissons,1,accompanist,,performer,,,UDC20260028-71.pdf,Accompaniste: Miss Madge Sissons,,extracted_texts/OLMOCR/UDC20260028-71.txt
,,,UDC20260028-75.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,"Mr. Furlong's Studio, Royal Arcade",venue,,,UDC20260028-75.pdf,"will be held at Mr. Furlong's Studio, Royal Arcade, on Saturday Evening",,extracted_texts/OLMOCR/UDC20260028-75.txt
,,"Saturday Evening, 26th September, 1896, at 8 o'clock.",UDC20260028-75.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,,date,,,UDC20260028-75.pdf,"on Saturday Evening, 26th September, 1896, at 8 o'clock.",,extracted_texts/OLMOCR/UDC20260028-75.txt
,,,UDC20260028-75.pdf,Concert Programs,1896,Musical Society of Victoria,,The Musical Society of Victoria.,1,,,organization,,presenting organization,UDC20260028-75.pdf,The Musical Society of Victoria.,,extracted_texts/OLMOCR/UDC20260028-75.txt
,,,UDC20260028-75.pdf,Concert Programs,1896,Musical Society of Victoria,,"His Excellency Lord Brassey, K.C.B.:",1,,,patron,,Patron,UDC20260028-75.pdf,"PATRONS:
His Excellency Lord Brassey, K.C.B.:",,extracted_texts/OLMOCR/UDC20260028-75.txt
,,,UDC20260028-75.pdf,Concert Programs,1896,Musical Society of Victoria,,"Baron Sir F. Von Mueller, K.C.M.G.;",1,,,patron,,Patron,UDC20260028-75.pdf,"Baron Sir F. Von Mueller, K.C.M.G.;",,extracted_texts/OLMOCR/UDC20260028-75.txt
,,,UDC20260028-75.pdf,Concert Programs,1896,Musical Society of Victoria,,"Sir Anthony Colling Brownless, K.C.M.G. M.D., L.L.D.;",1,,,patron,,Patron,UDC20260028-75.pdf,"Sir Anthony Colling Brownless, K.C.M.G. M.D., L.L.D.;",,extracted_texts/OLMOCR/UDC20260028-75.txt
,,,UDC20260028-75.pdf,Concert Programs,1896,Musical Society of Victoria,,"the Hon. Sir Frederick T. Sargood, K.C.M.G., M.L.C;",1,,,patron,,Patron,UDC20260028-75.pdf,"the Hon. Sir Frederick T. Sargood, K.C.M.G., M.L.C;",,extracted_texts/OLMOCR/UDC20260028-75.txt
,,,UDC20260028-75.pdf,Concert Programs,1896,Musical Society of Victoria,,"Sir George Verdon, C.B.;",1,,,patron,,Patron,UDC20260028-75.pdf,"Sir George Verdon, C.B.;",,extracted_texts/OLMOCR/UDC20260028-75.txt
,,,UDC20260028-75.pdf,Concert Programs,1896,Musical Society of Victoria,,"the Hon. Sir Arthur Snowden, K.B., M.L.C.;",1,,,patron,,Patron,UDC20260028-75.pdf,"the Hon. Sir Arthur Snowden, K.B., M.L.C.;",,extracted_texts/OLMOCR/UDC20260028-75.txt
,,,UDC20260028-75.pdf,Concert Programs,1896,Musical Society of Victoria,,His Honor Mr. Justice E. D. Holroyd;,1,,,patron,,Patron,UDC20260028-75.pdf,His Honor Mr. Justice E. D. Holroyd;,,extracted_texts/OLMOCR/UDC20260028-75.txt
,,,UDC20260028-75.pdf,Concert Programs,1896,Musical Society of Victoria,,His Honor Mr. Justice H. Hodges.,1,,,patron,,Patron,UDC20260028-75.pdf,His Honor Mr. Justice H. Hodges.,,extracted_texts/OLMOCR/UDC20260028-75.txt
,Haydn,,UDC20260028-75.pdf,Concert Programs,1896,Musical Society of Victoria,Allegretto—Allegro—Largo—Menuetto—Trio—Finale—Presto.,,1,,,work,,,UDC20260028-75.pdf,"STRING QUARTETT ... ""Op. 76. No. 5."" ... Haydn
Allegretto—Allegro—Largo—Menuetto—Trio—Finale—Presto.",Op. 76. No. 5.,extracted_texts/OLMOCR/UDC20260028-75.txt
,Sergeant,,UDC20260028-75.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,,work,,,UDC20260028-75.pdf,"SONG ... ""Blow, Blow thou Winter Wind"" ... Sergeant","Blow, Blow thou Winter Wind",extracted_texts/OLMOCR/UDC20260028-75.txt
,Wagner—Liszt,,UDC20260028-75.pdf,Concert Programs,1896,Musical Society of Victoria,,,1,,,work,,,UDC20260028-75.pdf,"PIANOFORTE SOLO ... ""Spinnerlied"" ... Wagner—Liszt",Spinnerlied,extracted_texts/OLMOCR/UDC20260028-75.txt
