Severity,Record Type,Source Document,Page,Organization,Date,OCR Original,LLM Resolution,Suggested Problem
Low — informational,performer,UDC20260028-57.pdf,7,Melbourne Liedertafel,1903,Bass ... ... ... Mr. E. A URE.,name: Mr. E. A URE. | part_or_instrument: bass | associated_work: Requiem,Spacing in surname appears irregular ('A URE')
Low — informational,performer,UDC20260028-58.pdf,5,Melbourne Liedertafel,1906,DEPUTY HON. PIANIST: MR. HAROLD C. SMITH,name: MR. HAROLD C. SMITH | part_or_instrument: pianist,Listed as Deputy Hon. Pianist; treated as 'pianist' role.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,Miss Archibald (Leader),name: Miss Archibald (Leader) | part_or_instrument: Violin,Listed as 'Leader' of the violins; instrument set to Violin.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Cane",name: Cane | part_or_instrument: Violin,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Coy",name: Coy | part_or_instrument: Violin,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Curcio",name: Curcio | part_or_instrument: Violin,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Chatley",name: Chatley | part_or_instrument: Violin,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Grubbanks",name: Grubbanks | part_or_instrument: Violin,Ditto mark indicates repeated honorific ('Miss'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Hunter",name: Hunter | part_or_instrument: Violin,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Montague",name: Montague | part_or_instrument: Violin,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Parker",name: Parker | part_or_instrument: Violin,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Sutcliffe",name: Sutcliffe | part_or_instrument: Violin,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Sandford",name: Sandford | part_or_instrument: Violin,Ditto mark indicates repeated honorific ('Miss'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Whitley",name: Whitley | part_or_instrument: Violin,Ditto mark indicates repeated honorific ('Miss'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Brighia",name: Brighia | part_or_instrument: Viola,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Schneider",name: Schneider | part_or_instrument: Viola,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Hilles",name: Hilles | part_or_instrument: Violoncello (Cello),Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Montague",name: Montague | part_or_instrument: Violoncello (Cello),Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Roubaudi",name: Roubaudi | part_or_instrument: Violoncello (Cello),Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Connelly",name: Connelly | part_or_instrument: Double Bass,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Fries",name: Fries | part_or_instrument: Double Bass,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Williams",name: Williams | part_or_instrument: Double Bass,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Ricco",name: Ricco | part_or_instrument: Flute,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Gill",name: Gill | part_or_instrument: Oboe,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Griffin",name: Griffin | part_or_instrument: Clarinet,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Lupton",name: Lupton | part_or_instrument: Bassoon,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Findley",name: Findley | part_or_instrument: Horn,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Barwood",name: Barwood | part_or_instrument: Horn,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Levy",name: Levy | part_or_instrument: Horn,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Jochimsen",name: Jochimsen | part_or_instrument: Trumpet,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Mayes",name: Mayes | part_or_instrument: Trombone,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Rowe",name: Rowe | part_or_instrument: Trombone,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,performer,UDC20260028-58.pdf,6,Melbourne Liedertafel,1906,",, Cerbasi",name: Cerbasi | part_or_instrument: Harp,Ditto mark indicates repeated honorific ('Mr.'); name printed without honorific.
Low — informational,date,UDC20260028-59.pdf,1,Melbourne Liedertafel,1906,"Tuesday Evening, 21st August.","date_text: Tuesday Evening, 21st August.",Year printed separately on this page as '1906' below the date line.
Low — informational,patron,UDC20260028-59.pdf,5,Melbourne Liedertafel,1906,GOVERNOR-GENERAL OF THE COMMONWEALTH OF AUSTRALIA,name: GOVERNOR-GENERAL OF THE COMMONWEALTH OF AUSTRALIA | role: Patron,Additional style/office printed under the patron's name; role kept as Patron.
Low — informational,performer,UDC20260028-59.pdf,5,Melbourne Liedertafel,1906,"HON. PIANIST:              HON. ORGANIST:
MR. MANSLEY GREER         MR. G. B. FENTUM",name: MR. MANSLEY GREER | part_or_instrument: piano,Appears on p. 3 as 'Mr. Mansley Green'.
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"1st Tenors.

Manson, D. E.
(Captain)","name: Manson, D. E. (Captain) | part_or_instrument: First Tenor",Part normalized from section header.
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Aylwin, A. R.","name: Aylwin, A. R. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Annois, W.","name: Annois, W. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Batley, A.","name: Batley, A. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Bailey, G. A.","name: Bailey, G. A. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Brunton, W.","name: Brunton, W. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Bett, D. M.","name: Bett, D. M. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Champion, Alfd.","name: Champion, Alfd. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Carleton, A. H.","name: Carleton, A. H. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Christian, R. A.","name: Christian, R. A. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Cameron, M.","name: Cameron, M. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Donaldson, J. P.","name: Donaldson, J. P. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Dodd, Harry","name: Dodd, Harry | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Fullagar, A. G.","name: Fullagar, A. G. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Felstead, J.","name: Felstead, J. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Gray, B. S.","name: Gray, B. S. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Gray, Thos.","name: Gray, Thos. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Greenwood, J. R.","name: Greenwood, J. R. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Hall, A. G.","name: Hall, A. G. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Hobbs, W. A.","name: Hobbs, W. A. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Hoskin, A. F.","name: Hoskin, A. F. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Jones, H. H.","name: Jones, H. H. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Jefferson, A. E.","name: Jefferson, A. E. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Johnson, G. J.","name: Johnson, G. J. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Kendall, J.","name: Kendall, J. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Monteith, H.","name: Monteith, H. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"M'Donough, A.","name: M'Donough, A. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"M'Dowell, G.","name: M'Dowell, G. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"M'Beath, F.","name: M'Beath, F. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Petersen, D.","name: Petersen, D. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Symons, S.","name: Symons, S. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Simmonds, E.","name: Simmonds, E. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Shea, J.","name: Shea, J. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Sherar, A.","name: Sherar, A. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Swinburne, B. H.","name: Swinburne, B. H. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Thackeray, J.","name: Thackeray, J. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Wyatt, W. F.","name: Wyatt, W. F. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Whitby, F. G.","name: Whitby, F. G. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Watts, W.","name: Watts, W. | part_or_instrument: First Tenor",Part normalized from section header '1st Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"2nd Tenors.

Tuohy, W. E.
(Captain)","name: Tuohy, W. E. (Captain) | part_or_instrument: Second Tenor",Part normalized from section header.
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Boyce, F. R.","name: Boyce, F. R. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Bennett, J. H.","name: Bennett, J. H. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Charles, H.","name: Charles, H. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Cornell, W. A.","name: Cornell, W. A. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Chandler, H. H.","name: Chandler, H. H. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Danks, F. W.","name: Danks, F. W. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Dossetor, D. R.","name: Dossetor, D. R. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Eddie, W. F.","name: Eddie, W. F. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Ford, W. H.","name: Ford, W. H. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Flood, W. H.","name: Flood, W. H. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Fuge, W. H.","name: Fuge, W. H. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Gray, Thos.","name: Gray, Thos. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Greenwood, J. R.","name: Greenwood, J. R. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Hall, A. G.","name: Hall, A. G. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Hobbs, W. A.","name: Hobbs, W. A. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Hoskin, A. F.","name: Hoskin, A. F. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Jones, H. H.","name: Jones, H. H. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Kerr, J. H.","name: Kerr, J. H. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Lester, A. G.","name: Lester, A. G. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Lang, J.","name: Lang, J. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Murray, B. L.","name: Murray, B. L. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Morgan, C. W.","name: Morgan, C. W. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Miller, C.","name: Miller, C. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Miller, R. J.","name: Miller, R. J. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"McCurcheon, O. B.","name: McCurcheon, O. B. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Nicholls, H. C.","name: Nicholls, H. C. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Nicholson, G. C.","name: Nicholson, G. C. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Porter, W. E.","name: Porter, W. E. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Roberts, T. B.","name: Roberts, T. B. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Robertson, P.","name: Robertson, P. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Rodger, N.","name: Rodger, N. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Seymour, H. W.","name: Seymour, H. W. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Sinclair, E.","name: Sinclair, E. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Smith, J.","name: Smith, J. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Templeton, H. O.","name: Templeton, H. O. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Wells, A. E.","name: Wells, A. E. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Young, R.","name: Young, R. | part_or_instrument: Second Tenor",Part normalized from section header '2nd Tenors.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"1st Basses.

Orr, R. Stanley
(Captain)","name: Orr, R. Stanley (Captain) | part_or_instrument: First Bass",Part normalized from section header.
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Aylwin, P. J.","name: Aylwin, P. J. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Allen, C. E.","name: Allen, C. E. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Attwood, W. J.","name: Attwood, W. J. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Bishop, A. A.","name: Bishop, A. A. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Brown, E. H.","name: Brown, E. H. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Benson, H.","name: Benson, H. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Barr, J. D.","name: Barr, J. D. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Bottoms, A. C.","name: Bottoms, A. C. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Crane, J. R.","name: Crane, J. R. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Coxson, H.","name: Coxson, H. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Cross, G. E.","name: Cross, G. E. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Coppard, G. P.","name: Coppard, G. P. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Davies, F. J.","name: Davies, F. J. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Evers, A. B.","name: Evers, A. B. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Ellis, S.","name: Ellis, S. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Fawcett, Jas.","name: Fawcett, Jas. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Fuller, A. J.","name: Fuller, A. J. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Ferguson, R.","name: Ferguson, R. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Gear, Chas.","name: Gear, Chas. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Garratt, H. C.","name: Garratt, H. C. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Garry, C. E.","name: Garry, C. E. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Heathershaw, S. A.","name: Heathershaw, S. A. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Hogg, N.","name: Hogg, N. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Hall, T. R.","name: Hall, T. R. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Hunt, A.","name: Hunt, A. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Jones, W. J. Bowden","name: Jones, W. J. Bowden | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Jack, A. W.","name: Jack, A. W. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Jolley, R.","name: Jolley, R. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Knight, W., Jun.","name: Knight, W., Jun. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Kelly, A.","name: Kelly, A. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Lewis, T. G.","name: Lewis, T. G. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
Low — informational,performer,UDC20260028-59.pdf,6,Melbourne Liedertafel,1906,"Lang, E. I.","name: Lang, E. I. | part_or_instrument: First Bass",Part normalized from section header '1st Basses.'
